cid,sig_id,cell_id,pert_id,drugName,drugClass,drugLabel
REP.A017_A375_24H:K15,REP.A017_A375_24H:K15,A375,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_A375_24H:K16,REP.A017_A375_24H:K16,A375,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_A375_24H:K17,REP.A017_A375_24H:K17,A375,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_A375_24H:K18,REP.A017_A375_24H:K18,A375,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_A375_24H:K19,REP.A017_A375_24H:K19,A375,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_A375_24H:K20,REP.A017_A375_24H:K20,A375,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_A375_24H:K21,REP.A017_A375_24H:K21,A375,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_A375_24H:K22,REP.A017_A375_24H:K22,A375,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_A375_24H:K23,REP.A017_A375_24H:K23,A375,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_A375_24H:K24,REP.A017_A375_24H:K24,A375,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_A375_24H:L13,REP.A017_A375_24H:L13,A375,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_A375_24H:L14,REP.A017_A375_24H:L14,A375,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_A375_24H:L15,REP.A017_A375_24H:L15,A375,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_A375_24H:L16,REP.A017_A375_24H:L16,A375,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_A375_24H:L17,REP.A017_A375_24H:L17,A375,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_A375_24H:L18,REP.A017_A375_24H:L18,A375,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_A375_24H:M13,REP.A017_A375_24H:M13,A375,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_A375_24H:M14,REP.A017_A375_24H:M14,A375,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_A375_24H:M15,REP.A017_A375_24H:M15,A375,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_A375_24H:M16,REP.A017_A375_24H:M16,A375,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_A375_24H:M17,REP.A017_A375_24H:M17,A375,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_A375_24H:M19,REP.A017_A375_24H:M19,A375,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_A375_24H:M20,REP.A017_A375_24H:M20,A375,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_A375_24H:M21,REP.A017_A375_24H:M21,A375,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_A375_24H:M22,REP.A017_A375_24H:M22,A375,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_A375_24H:M23,REP.A017_A375_24H:M23,A375,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_A375_24H:M24,REP.A017_A375_24H:M24,A375,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_A375_24H:N07,REP.A017_A375_24H:N07,A375,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_A375_24H:N08,REP.A017_A375_24H:N08,A375,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_A375_24H:N09,REP.A017_A375_24H:N09,A375,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_A375_24H:N11,REP.A017_A375_24H:N11,A375,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_A375_24H:N12,REP.A017_A375_24H:N12,A375,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_A375_24H:N13,REP.A017_A375_24H:N13,A375,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_A375_24H:N14,REP.A017_A375_24H:N14,A375,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_A375_24H:N15,REP.A017_A375_24H:N15,A375,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_A375_24H:N16,REP.A017_A375_24H:N16,A375,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_A375_24H:N17,REP.A017_A375_24H:N17,A375,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_A375_24H:N18,REP.A017_A375_24H:N18,A375,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_A375_24H:N19,REP.A017_A375_24H:N19,A375,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_A375_24H:N20,REP.A017_A375_24H:N20,A375,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_A375_24H:N21,REP.A017_A375_24H:N21,A375,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_A375_24H:N22,REP.A017_A375_24H:N22,A375,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_A375_24H:N23,REP.A017_A375_24H:N23,A375,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_A375_24H:N24,REP.A017_A375_24H:N24,A375,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_A375_24H:O13,REP.A017_A375_24H:O13,A375,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_A375_24H:O14,REP.A017_A375_24H:O14,A375,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_A375_24H:O15,REP.A017_A375_24H:O15,A375,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_A375_24H:O16,REP.A017_A375_24H:O16,A375,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_A375_24H:O17,REP.A017_A375_24H:O17,A375,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_A375_24H:O18,REP.A017_A375_24H:O18,A375,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_A375_24H:P01,REP.A017_A375_24H:P01,A375,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_A375_24H:P02,REP.A017_A375_24H:P02,A375,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_A375_24H:P03,REP.A017_A375_24H:P03,A375,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_A375_24H:P04,REP.A017_A375_24H:P04,A375,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_A375_24H:P05,REP.A017_A375_24H:P05,A375,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_A375_24H:P06,REP.A017_A375_24H:P06,A375,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_A375_24H:P07,REP.A017_A375_24H:P07,A375,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_A375_24H:P08,REP.A017_A375_24H:P08,A375,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_A375_24H:P09,REP.A017_A375_24H:P09,A375,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_A375_24H:P10,REP.A017_A375_24H:P10,A375,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_A375_24H:P11,REP.A017_A375_24H:P11,A375,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_A375_24H:P12,REP.A017_A375_24H:P12,A375,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_A375_24H:C24,REP.A017_A375_24H:C24,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_A375_24H:G22,REP.A017_A375_24H:G22,A375,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_A375_24H:M18,REP.A017_A375_24H:M18,A375,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_A375_24H:N10,REP.A017_A375_24H:N10,A375,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_A375_24H:C19,REP.A017_A375_24H:C19,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_A375_24H:C20,REP.A017_A375_24H:C20,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_A375_24H:C22,REP.A017_A375_24H:C22,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_A375_24H:G16,REP.A017_A375_24H:G16,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_A375_24H:G18,REP.A017_A375_24H:G18,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:A03,REP.A017_MCF7_24H:A03,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:A04,REP.A017_MCF7_24H:A04,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:A05,REP.A017_MCF7_24H:A05,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:A06,REP.A017_MCF7_24H:A06,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:A19,REP.A017_MCF7_24H:A19,MCF7,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_MCF7_24H:A20,REP.A017_MCF7_24H:A20,MCF7,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_MCF7_24H:A21,REP.A017_MCF7_24H:A21,MCF7,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_MCF7_24H:A22,REP.A017_MCF7_24H:A22,MCF7,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_MCF7_24H:A23,REP.A017_MCF7_24H:A23,MCF7,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_MCF7_24H:A24,REP.A017_MCF7_24H:A24,MCF7,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_MCF7_24H:B03,REP.A017_MCF7_24H:B03,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:B04,REP.A017_MCF7_24H:B04,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:B05,REP.A017_MCF7_24H:B05,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:B06,REP.A017_MCF7_24H:B06,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:B07,REP.A017_MCF7_24H:B07,MCF7,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_MCF7_24H:B08,REP.A017_MCF7_24H:B08,MCF7,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_MCF7_24H:B09,REP.A017_MCF7_24H:B09,MCF7,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_MCF7_24H:B10,REP.A017_MCF7_24H:B10,MCF7,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_MCF7_24H:B11,REP.A017_MCF7_24H:B11,MCF7,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_MCF7_24H:B12,REP.A017_MCF7_24H:B12,MCF7,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_MCF7_24H:C07,REP.A017_MCF7_24H:C07,MCF7,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_MCF7_24H:C08,REP.A017_MCF7_24H:C08,MCF7,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_MCF7_24H:C09,REP.A017_MCF7_24H:C09,MCF7,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_MCF7_24H:C10,REP.A017_MCF7_24H:C10,MCF7,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_MCF7_24H:C11,REP.A017_MCF7_24H:C11,MCF7,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_MCF7_24H:C12,REP.A017_MCF7_24H:C12,MCF7,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_MCF7_24H:C13,REP.A017_MCF7_24H:C13,MCF7,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_MCF7_24H:C14,REP.A017_MCF7_24H:C14,MCF7,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_MCF7_24H:C15,REP.A017_MCF7_24H:C15,MCF7,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_MCF7_24H:C16,REP.A017_MCF7_24H:C16,MCF7,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_MCF7_24H:C17,REP.A017_MCF7_24H:C17,MCF7,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_MCF7_24H:C18,REP.A017_MCF7_24H:C18,MCF7,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_MCF7_24H:C19,REP.A017_MCF7_24H:C19,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:C20,REP.A017_MCF7_24H:C20,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:C21,REP.A017_MCF7_24H:C21,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:C22,REP.A017_MCF7_24H:C22,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:C24,REP.A017_MCF7_24H:C24,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:D19,REP.A017_MCF7_24H:D19,MCF7,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_MCF7_24H:D20,REP.A017_MCF7_24H:D20,MCF7,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_MCF7_24H:D21,REP.A017_MCF7_24H:D21,MCF7,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_MCF7_24H:D22,REP.A017_MCF7_24H:D22,MCF7,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_MCF7_24H:D23,REP.A017_MCF7_24H:D23,MCF7,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_MCF7_24H:D24,REP.A017_MCF7_24H:D24,MCF7,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_MCF7_24H:E01,REP.A017_MCF7_24H:E01,MCF7,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_MCF7_24H:E02,REP.A017_MCF7_24H:E02,MCF7,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_MCF7_24H:E03,REP.A017_MCF7_24H:E03,MCF7,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_MCF7_24H:E04,REP.A017_MCF7_24H:E04,MCF7,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_MCF7_24H:E05,REP.A017_MCF7_24H:E05,MCF7,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_MCF7_24H:E06,REP.A017_MCF7_24H:E06,MCF7,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_MCF7_24H:E19,REP.A017_MCF7_24H:E19,MCF7,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_MCF7_24H:E20,REP.A017_MCF7_24H:E20,MCF7,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_MCF7_24H:E21,REP.A017_MCF7_24H:E21,MCF7,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_MCF7_24H:E22,REP.A017_MCF7_24H:E22,MCF7,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_MCF7_24H:E23,REP.A017_MCF7_24H:E23,MCF7,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_MCF7_24H:E24,REP.A017_MCF7_24H:E24,MCF7,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_MCF7_24H:F01,REP.A017_MCF7_24H:F01,MCF7,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_MCF7_24H:F02,REP.A017_MCF7_24H:F02,MCF7,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_MCF7_24H:F03,REP.A017_MCF7_24H:F03,MCF7,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_MCF7_24H:F04,REP.A017_MCF7_24H:F04,MCF7,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_MCF7_24H:F05,REP.A017_MCF7_24H:F05,MCF7,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_MCF7_24H:F06,REP.A017_MCF7_24H:F06,MCF7,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_MCF7_24H:F07,REP.A017_MCF7_24H:F07,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:F08,REP.A017_MCF7_24H:F08,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:F09,REP.A017_MCF7_24H:F09,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:F10,REP.A017_MCF7_24H:F10,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:F11,REP.A017_MCF7_24H:F11,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:F12,REP.A017_MCF7_24H:F12,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:F13,REP.A017_MCF7_24H:F13,MCF7,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_MCF7_24H:F14,REP.A017_MCF7_24H:F14,MCF7,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_MCF7_24H:F16,REP.A017_MCF7_24H:F16,MCF7,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_MCF7_24H:F18,REP.A017_MCF7_24H:F18,MCF7,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_MCF7_24H:F19,REP.A017_MCF7_24H:F19,MCF7,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_MCF7_24H:F20,REP.A017_MCF7_24H:F20,MCF7,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_MCF7_24H:F21,REP.A017_MCF7_24H:F21,MCF7,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_MCF7_24H:F22,REP.A017_MCF7_24H:F22,MCF7,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_MCF7_24H:F23,REP.A017_MCF7_24H:F23,MCF7,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_MCF7_24H:F24,REP.A017_MCF7_24H:F24,MCF7,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_MCF7_24H:G01,REP.A017_MCF7_24H:G01,MCF7,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_MCF7_24H:G02,REP.A017_MCF7_24H:G02,MCF7,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_MCF7_24H:G03,REP.A017_MCF7_24H:G03,MCF7,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_MCF7_24H:G04,REP.A017_MCF7_24H:G04,MCF7,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_MCF7_24H:G05,REP.A017_MCF7_24H:G05,MCF7,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_MCF7_24H:G06,REP.A017_MCF7_24H:G06,MCF7,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_MCF7_24H:G07,REP.A017_MCF7_24H:G07,MCF7,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_MCF7_24H:G08,REP.A017_MCF7_24H:G08,MCF7,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_MCF7_24H:G09,REP.A017_MCF7_24H:G09,MCF7,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_MCF7_24H:G10,REP.A017_MCF7_24H:G10,MCF7,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_MCF7_24H:G11,REP.A017_MCF7_24H:G11,MCF7,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_MCF7_24H:G12,REP.A017_MCF7_24H:G12,MCF7,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_MCF7_24H:G13,REP.A017_MCF7_24H:G13,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:G14,REP.A017_MCF7_24H:G14,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:G15,REP.A017_MCF7_24H:G15,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:G16,REP.A017_MCF7_24H:G16,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:G17,REP.A017_MCF7_24H:G17,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:G18,REP.A017_MCF7_24H:G18,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:G19,REP.A017_MCF7_24H:G19,MCF7,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_MCF7_24H:G20,REP.A017_MCF7_24H:G20,MCF7,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_MCF7_24H:G21,REP.A017_MCF7_24H:G21,MCF7,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_MCF7_24H:G23,REP.A017_MCF7_24H:G23,MCF7,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_MCF7_24H:G24,REP.A017_MCF7_24H:G24,MCF7,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_MCF7_24H:H01,REP.A017_MCF7_24H:H01,MCF7,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_MCF7_24H:H02,REP.A017_MCF7_24H:H02,MCF7,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_MCF7_24H:H03,REP.A017_MCF7_24H:H03,MCF7,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_MCF7_24H:H04,REP.A017_MCF7_24H:H04,MCF7,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_MCF7_24H:H05,REP.A017_MCF7_24H:H05,MCF7,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_MCF7_24H:H06,REP.A017_MCF7_24H:H06,MCF7,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_MCF7_24H:H13,REP.A017_MCF7_24H:H13,MCF7,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_MCF7_24H:H14,REP.A017_MCF7_24H:H14,MCF7,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_MCF7_24H:H15,REP.A017_MCF7_24H:H15,MCF7,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_MCF7_24H:H16,REP.A017_MCF7_24H:H16,MCF7,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_MCF7_24H:H18,REP.A017_MCF7_24H:H18,MCF7,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_MCF7_24H:I01,REP.A017_MCF7_24H:I01,MCF7,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_MCF7_24H:I02,REP.A017_MCF7_24H:I02,MCF7,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_MCF7_24H:I03,REP.A017_MCF7_24H:I03,MCF7,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_MCF7_24H:I04,REP.A017_MCF7_24H:I04,MCF7,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_MCF7_24H:I05,REP.A017_MCF7_24H:I05,MCF7,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_MCF7_24H:I06,REP.A017_MCF7_24H:I06,MCF7,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_MCF7_24H:I13,REP.A017_MCF7_24H:I13,MCF7,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_MCF7_24H:I14,REP.A017_MCF7_24H:I14,MCF7,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_MCF7_24H:I15,REP.A017_MCF7_24H:I15,MCF7,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_MCF7_24H:I16,REP.A017_MCF7_24H:I16,MCF7,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_MCF7_24H:I17,REP.A017_MCF7_24H:I17,MCF7,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_MCF7_24H:I18,REP.A017_MCF7_24H:I18,MCF7,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_MCF7_24H:I19,REP.A017_MCF7_24H:I19,MCF7,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_MCF7_24H:I20,REP.A017_MCF7_24H:I20,MCF7,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_MCF7_24H:I21,REP.A017_MCF7_24H:I21,MCF7,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_MCF7_24H:I22,REP.A017_MCF7_24H:I22,MCF7,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_MCF7_24H:I23,REP.A017_MCF7_24H:I23,MCF7,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_MCF7_24H:I24,REP.A017_MCF7_24H:I24,MCF7,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_MCF7_24H:J01,REP.A017_MCF7_24H:J01,MCF7,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_MCF7_24H:J02,REP.A017_MCF7_24H:J02,MCF7,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_MCF7_24H:J03,REP.A017_MCF7_24H:J03,MCF7,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_MCF7_24H:J04,REP.A017_MCF7_24H:J04,MCF7,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_MCF7_24H:J05,REP.A017_MCF7_24H:J05,MCF7,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_MCF7_24H:J06,REP.A017_MCF7_24H:J06,MCF7,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_MCF7_24H:J13,REP.A017_MCF7_24H:J13,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:J14,REP.A017_MCF7_24H:J14,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:J15,REP.A017_MCF7_24H:J15,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:J16,REP.A017_MCF7_24H:J16,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:J17,REP.A017_MCF7_24H:J17,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:J18,REP.A017_MCF7_24H:J18,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:J19,REP.A017_MCF7_24H:J19,MCF7,BRD-A66155091,trilostane,Reproductive Control Agents,8
REP.A017_MCF7_24H:J20,REP.A017_MCF7_24H:J20,MCF7,BRD-A66155091,trilostane,Reproductive Control Agents,8
REP.A017_MCF7_24H:J21,REP.A017_MCF7_24H:J21,MCF7,BRD-A66155091,trilostane,Reproductive Control Agents,8
